title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;nix;nix;nix;nix;;;;
Multi-perspective workflow modeling for online surgical situation models;S Franke, J Meixensberger, T Neumuth - Journal of biomedical informatics, 2015 - Elsevier;2015;https://www.sciencedirect.com/science/article/pii/S1532046415000374;https://www.sciencedirect.com/science/article/pii/S1532046415000374;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;27;No DOI available;;;;;;;;
Towards Scatterbox: a context-aware message forwarding platform;S Knox, AK Clear, R Shannon, L Coyle, S Dobson… - 2007 - ulir.ul.ie;2007;https://ulir.ul.ie/handle/10344/2176;https://ulir.ul.ie/bitstream/handle/10344/2176/2007_knox%20%26%20clear.pdf?sequence=2;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;;;;;;;;
Framework for Building Situation-Aware Ubiquitous Services in Smart Home Environments;A Rieger - 2011 - depositonce.tu-berlin.de;2011;http://depositonce.tu-berlin.de/handle/11303/3208;https://depositonce.tu-berlin.de/bitstream/11303/3208/1/Dokument_36.pdf;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
K. Selçuk Candan 2;B Furht - Springer;No year available;http://www.springerlink.com/index/rn760491vr116517.html;No PDF available;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
A context-aware and workflow-based framework for pervasive environments;B Avenoğlu, PE Eren - Journal of Ambient Intelligence and Humanized …, 2019 - Springer;2019;https://link.springer.com/article/10.1007/s12652-017-0633-y;https://link.springer.com/article/10.1007/s12652-017-0633-y;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
Autonomous cooperation technology for real-time marketing with high accuracy in autonomous decentralized community system;Y Horikoshi, N Kaji, H Kuriyama… - … Decentralized Systems …, 2005 - ieeexplore.ieee.org;2005;https://ieeexplore.ieee.org/abstract/document/1452078/;https://ieeexplore.ieee.org/iel5/9846/31027/01452078.pdf;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
A Manzalini;A Manzalini, R Alfano, A Mannella, S Haseloff… - 2007;2007;/citations?user=_6oXVb8AAAAJ&hl=de&oi=sra;No PDF available;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Decentralized adaptive filtering algorithms for sensor activation in an unattended ground sensor network;V Krishnamurthy, M Maskery… - IEEE Transactions on …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4602541/;https://ieeexplore.ieee.org/iel5/78/4359509/04602541.pdf;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;62;No DOI available;;;;;;;;
ADSEng: a model-based methodology for autonomous digital service engineering;DB Abeywickrama, E Ovaska - … of the 8th International Conference on …, 2016 - dl.acm.org;2016;https://dl.acm.org/citation.cfm?id=3012072;No PDF available;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
Siren: Context-aware computing for firefighting;X Jiang, NY Chen, JI Hong, K Wang… - … on Pervasive Computing, 2004 - Springer;2004;https://link.springer.com/chapter/10.1007/978-3-540-24646-6_6;https://kilthub.figshare.com/articles/Siren_Context-Aware_Computing_for_Firefighting/6470429/files/11898986.pdf;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;173;No DOI available;;;;;;;;
Agent-oriented software technologies: flaws and remedies;JP Müller, B Bauer - International Workshop on Agent-Oriented Software …, 2002 - Springer;2002;https://link.springer.com/chapter/10.1007/3-540-36540-0_17;No PDF available;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;;;;;;;;
A Generic Architecture for Restricted On-line Learning of Network Protocol Parameters;B Hurling, S Tomforde, J Hahner - 2010 Fourth IEEE …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5729591/;https://ieeexplore.ieee.org/iel5/5729428/5729523/05729591.pdf;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Self-organizing pervasive online communities;S Foell, P Boessling, D Linner… - … Decentralized …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4144696/;https://ieeexplore.ieee.org/iel5/4144637/4144638/04144696.pdf;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;;
Situation awareness mechanisms for cognitive networks;A Mihailovic, IP Chochliouros… - … Conference on Ultra …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5345485/;https://ieeexplore.ieee.org/iel5/5340227/5345316/05345485.pdf;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;9;No DOI available;;;;;;;;
Mass mailingworm detection by means of situation aware dns;N Chatzis - … Symposium on Autonomous Decentralized …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4144681/;https://ieeexplore.ieee.org/iel5/4144637/4144638/04144681.pdf;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;;;;;;;;
Certain Investigation on Context Aware Knowledge Discovery Strategies for Healthcare Systems;RP Shermy, S Balamurugan - Asian Journal of Research in …, 2016 - indianjournals.com;2016;http://www.indianjournals.com/ijor.aspx?target=ijor:ajrssh&volume=6&issue=8&article=042;No PDF available;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Service-oriented and Cloud Computing;M Aiello, EB Johnsen, S Dustdar, I Georgievski - 2016 - Springer;2016;https://link.springer.com/content/pdf/10.1007/978-3-319-44482-6.pdf;No PDF available;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
Context aware systems methods and trends in smart home technology;RJ Robles, T Kim - International Conference on Security-Enriched Urban …, 2010 - Springer;2010;https://link.springer.com/chapter/10.1007/978-3-642-16444-6_20;No PDF available;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;5;No DOI available;;;;;;;;
Steps towards adaptive situation and context-aware access: a contribution to the extension of access control mechanisms within pervasive information systems;D Al Kukhun - 2012 - thesesups.ups-tlse.fr;2012;http://thesesups.ups-tlse.fr/1695/;http://thesesups.ups-tlse.fr/1695/1/2012TOU30072.pdf;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
Tomorrow's open internet for telco and web federations;A Manzalini - … Conference on Complex, Intelligent and Software …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4606736/;https://ieeexplore.ieee.org/iel5/4606617/4606618/04606736.pdf;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;;
Session 1: Software Architecture and Programming Model;S Yau, J Liu, E Syukur, S Loke, K Muralidharan… - ieeexplore.ieee.org;No year available;https://ieeexplore.ieee.org/abstract/document/1611700/;No PDF available;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Situated and autonomic communications;F Sestini, T Van Der Pyl - Annals of Telecommunications, 2006 - Springer;2006;http://www.springerlink.com/index/EJN8643J10U42HH6.pdf;https://link.springer.com/content/pdf/10.1007/BF03219890.pdf;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
Design challenges for an integrated disaster management communication and information system;A Meissner, T Luckenbach, T Risse, T Kirste… - The First IEEE Workshop …, 2002 - l3s.de;2002;http://www.l3s.de/~risse/pub/P2002-01.pdf;http://www.l3s.de/~risse/pub/P2002-01.pdf;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;230;No DOI available;;;;;;;;
Ubiquitous computing in prospect: A bibliographic study;TT Chen, M Lee - 2008 International Symposium on Ubiquitous …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4656517/;https://ieeexplore.ieee.org/iel5/4656495/4656496/04656517.pdf;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;11;No DOI available;;;;;;;;
A privacy enhanced situation-aware middleware framework for ubiquitous computing environments;GV Pallapa - 2010 - rc.library.uta.edu;2010;https://rc.library.uta.edu/uta-ir/handle/10106/4867;https://rc.library.uta.edu/uta-ir/bitstream/handle/10106/4867/Pallapa_uta_2502D_10574.pdf?sequence=1;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;;;;;;;;
Support for situation awareness in trustworthy ubiquitous computing application software;SS Yau, D Huang, H Gong… - Software: Practice and …, 2006 - Wiley Online Library;2006;https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.736;https://onlinelibrary.wiley.com/doi/pdf/10.1002/spe.736;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;41;No DOI available;;;;;;;;
A collaborative decision support model for marine safety and security operations;U Glässer, P Jackson, AK Araghi, H Wehn… - Distributed, Parallel and …, 2010 - Springer;2010;https://link.springer.com/chapter/10.1007/978-3-642-15234-4_26;https://link.springer.com/content/pdf/10.1007/978-3-642-15234-4_26.pdf;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;;
An approach to enhancing mobile applications with situation-awareness capabilities;Y Wang - Workshops on Mobile and Wireless Networking/High …, 2004 - ieeexplore.ieee.org;2004;https://ieeexplore.ieee.org/abstract/document/1328057/;No PDF available;situation-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
Decentralized approach considering spatial attributes for equipment utilization in civil engineering disaster response;AY Chen, F Pena-Mora - Journal of Computing in Civil Engineering, 2010 - ascelibrary.org;2010;https://ascelibrary.org/doi/abs/10.1061/(ASCE)CP.1943-5487.0000100;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:TfrLYgIr3I4J:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=14663758124694104970&oi=lle;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;;;;;;;;
A situation-aware flight control system design using real-time model predictive control for unmanned autonomous helicopters;D Shim, S Sastry - AIAA Guidance, navigation, and control conference …, 2006 - arc.aiaa.org;2006;https://arc.aiaa.org/doi/pdf/10.2514/6.2006-6101;No PDF available;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;33;No DOI available;;;;;;;;
Secure middleware for situation-aware naval C/sup 2/and combat systems;R Bharadwaj - The Ninth IEEE Workshop on Future Trends of …, 2003 - ieeexplore.ieee.org;2003;https://ieeexplore.ieee.org/abstract/document/1204342/;https://ieeexplore.ieee.org/iel5/8565/27118/01204342.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;18;No DOI available;;;;;;;;
Applications for social situation models;G Groh, A Lehmann, T Wang… - Proc. Int'l Conf …, 2010 - pdfs.semanticscholar.org;2010;https://pdfs.semanticscholar.org/99ae/485dd7b24721bc7fc5df76e36b8317c42846.pdf;https://pdfs.semanticscholar.org/99ae/485dd7b24721bc7fc5df76e36b8317c42846.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;14;No DOI available;;;;;;;;
A component-based distributed control system for assembly automation;SM Lee, R Harrison, AA West - 2nd IEEE International …, 2004 - ieeexplore.ieee.org;2004;https://ieeexplore.ieee.org/abstract/document/1417298/;https://ieeexplore.ieee.org/iel5/9715/30671/01417298.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;34;No DOI available;;;;;;;;
Social feedback in display ecosystems;B Anzengruber, G Castelli, A Rosi… - … on Systems, Man …, 2013 - ieeexplore.ieee.org;2013;https://ieeexplore.ieee.org/abstract/document/6722246/;https://ieeexplore.ieee.org/iel7/6689802/6721750/06722246.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
Agents meet the IoT: Toward ecosystems of networked smart objects;G Fortino - IEEE Systems, Man, and Cybernetics Magazine, 2016 - ieeexplore.ieee.org;2016;https://ieeexplore.ieee.org/abstract/document/7549160/;https://ieeexplore.ieee.org/iel7/6745853/7549153/07549160.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;21;No DOI available;;;;;;;;
Group situation awareness and distributed decision making: From military to civilian applications;AR Wellens - Individual and group decision making: Current …, 1993 - books.google.com;1993;https://books.google.de/books?hl=de&lr=&id=9mMOXnJTqowC&oi=fnd&pg=PA267&dq=situation-aware+AND+decentralized+composition+AND+behaviour&ots=RMMluOQZPf&sig=M98dgbtYGfL3Cdi1O_HCHBk4a90;No PDF available;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;181;No DOI available;;;;;;;;
Demonstrating communication services based on autonomic self-organization;A Bernadas, R Alfano, A Manzalini… - 2008 International …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4606669/;https://ieeexplore.ieee.org/iel5/4606617/4606618/04606669.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;;
Situation Aware Trajectory Tracking for Micro Air Vehicles in Obstacle Rich Environments;A Berry, J Howitt, I Postlethwaite, D Gu - AIAA Guidance, Navigation …, 2009 - arc.aiaa.org;2009;https://arc.aiaa.org/doi/pdf/10.2514/6.2009-5871;No PDF available;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;5;No DOI available;;;;;;;;
Autonomic communication learns from nature;N Bicocchi, F Zambonelli - IEEE Potentials, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4383331/;https://ieeexplore.ieee.org/iel5/45/4383144/04383331.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;23;No DOI available;;;;;;;;
Knowledge networks;M Mulvenna, F Zambonelli, K Curran… - Workshop on Autonomic …, 2005 - Springer;2005;https://link.springer.com/chapter/10.1007/11687818_8;https://link.springer.com/content/pdf/10.1007/11687818_8.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;17;No DOI available;;;;;;;;
A self-managing infrastructure for ad-hoc situation determination;S Homes, BC Nugent, JC Augusto - Smart Homes and Beyond …, 2006 - books.google.com;2006;https://books.google.de/books?hl=de&lr=&id=igknaT9lb_MC&oi=fnd&pg=PA157&dq=situation-aware+AND+decentralized+composition+AND+behaviour&ots=aPihVmZBDA&sig=7dmvb6znyuRM9qdmsyLnOrCMuuo;https://strathprints.strath.ac.uk/2774/1/strathprints002774.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;;;;;;;;
Bringing autonomic services to life;L Baresi, R Cascella, P DEUSSEN… - … Situation-aware …, 2008 - docbox.etsi.org;2008;http://docbox.etsi.org/ERM/open/CERP-IoT20090518/D8.4%20CASCADAS%20WHITE%20PAPER%20ACE.pdf;http://docbox.etsi.org/ERM/open/CERP-IoT20090518/D8.4%20CASCADAS%20WHITE%20PAPER%20ACE.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
Towards interoperable cognitive and autonomic IoT systems: An agent-based approach;C Savaglio, G Fortino, M Zhou - 2016 IEEE 3rd World Forum on …, 2016 - ieeexplore.ieee.org;2016;https://ieeexplore.ieee.org/abstract/document/7845459/;https://ieeexplore.ieee.org/iel7/7831562/7845389/07845459.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;23;No DOI available;;;;;;;;
Protecting critical cloud infrastructures with predictive capability;SS Yau, AB Buduru, V Nagaraja - 2015 IEEE 8th International …, 2015 - ieeexplore.ieee.org;2015;https://ieeexplore.ieee.org/abstract/document/7214175/;https://ieeexplore.ieee.org/iel7/7194474/7212169/07214175.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;;
Knowledge Networks: the nervous system of an autonomic communication infrastructure;M Mulvenna, F Zambonelli, K Curran… - proc of WAC, 2005 - agentgroup.unimore.it;2005;http://www.agentgroup.unimore.it/Zambonelli/PDF/WAC2005.pdf;http://www.agentgroup.unimore.it/Zambonelli/PDF/WAC2005.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;13;No DOI available;;;;;;;;
Situation-Aware on mobile phone using co-clustering: Algorithms and extensions;H Cho, D Mandava, Q Liu, L Chen, S Jeong… - … Conference on Industrial …, 2012 - Springer;2012;https://link.springer.com/chapter/10.1007/978-3-642-31087-4_29;No PDF available;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;;;;;;;;
Enabling the operation of multiple micro-air-vehicles in increasingly complex obstacle-rich environments;A Berry, J Howitt, I Postlethwaite, DW Gu - AIAA Infotech@ Aerospace …, 2010 - arc.aiaa.org;2010;https://arc.aiaa.org/doi/pdf/10.2514/6.2010-3340;No PDF available;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;;;;;;;;
Autonomic multimedia communications: Where are we now?;X Gu, J Strassner, J Xie, LC Wolf… - Proceedings of the …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4399969/;https://ieeexplore.ieee.org/iel5/5/4404137/04399969.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;;;;;;;;
Service composition approaches in IoT: A systematic review;P Asghari, AM Rahmani, HHS Javadi - Journal of Network and Computer …, 2018 - Elsevier;2018;https://www.sciencedirect.com/science/article/pii/S1084804518302376;No PDF available;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
Semantic web service execution;LM Botelho, AL Lopes, T Möller, H Schuldt - CASCOM: Intelligent Service …, 2008 - Springer;2008;https://link.springer.com/chapter/10.1007/978-3-7643-8575-0_12;https://www.researchgate.net/profile/Antonio_Lopes14/publication/226819295_Semantic_Web_Service_Execution/links/00b7d522de17838272000000/Semantic-Web-Service-Execution.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;;;;;;;;
A survey of autonomic computing methods in digital service ecosystems;DB Abeywickrama, E Ovaska - Service Oriented Computing and …, 2017 - Springer;2017;https://link.springer.com/article/10.1007/s11761-016-0203-8;https://link.springer.com/article/10.1007/s11761-016-0203-8;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;;;;;;;;
Mobile cloud computing service models: a user-centric approach;D Huang, T Xing, H Wu - IEEE network, 2013 - ieeexplore.ieee.org;2013;https://ieeexplore.ieee.org/abstract/document/6616109/;https://ieeexplore.ieee.org/iel7/65/6616104/06616109.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;89;No DOI available;;;;;;;;
Normative monitoring of agents to build trust in an environment for b2b;E Oliveira, HL Cardoso, MJ Urbano… - … Conference on Artificial …, 2014 - Springer;2014;https://link.springer.com/chapter/10.1007/978-3-662-44654-6_17;https://link.springer.com/content/pdf/10.1007/978-3-662-44654-6_17.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;;;;;;;;
A New Approach for Enabling Context-Awareness Towards People-centric and Smarter Applications;V Venkatesh, P Raj, V Vaithiyanathan… - Information Technology …, 2014 - scialert.net;2014;https://scialert.net/fulltextmobile/?doi=itj.2014.2602.2610;https://scialert.net/fulltextmobile/?doi=itj.2014.2602.2610;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
Development of situation awareness capability in service-based systems;H Gong - 2007 - search.proquest.com;2007;http://search.proquest.com/openview/034ae858a9150a2bbc07db708720dc09/1?pq-origsite=gscholar&cbl=18750&diss=y;No PDF available;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
The CASCADAS Project: A Vision of Autonomic Self-organizing Component-ware for ICT Services.;P Marrow, A Manzalini - ITSSA, 2006 - researchgate.net;2006;https://www.researchgate.net/profile/Paul_Marrow/publication/220675816_The_CASCADAS_Project_A_Vision_of_Autonomic_Self-organizing_Component-ware_for_ICT_Services/links/54edd40b0cf2e55866f177de.pdf;https://www.researchgate.net/profile/Paul_Marrow/publication/220675816_The_CASCADAS_Project_A_Vision_of_Autonomic_Self-organizing_Component-ware_for_ICT_Services/links/54edd40b0cf2e55866f177de.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
An infrastructure for distributed rule-based situation management;CR Raymundo, PD Costa… - … on Cognitive Methods …, 2014 - ieeexplore.ieee.org;2014;https://ieeexplore.ieee.org/abstract/document/6816563/;https://ieeexplore.ieee.org/iel7/6811096/6816529/06816563.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;5;No DOI available;;;;;;;;
Veeramuthu Venkatesh Pethuru Raj V. Vaithiyanathan and Rengarajan Amirtharajan;CSC Parking - Information Technology Journal, 2014 - scialert.net;2014;https://scialert.net/abstract/?doi=itj.2014.2602.2610;https://scialert.net/fulltext/?doi=itj.2014.2602.2610;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Subjective logic based trust model for geographic routing in mobile ad hoc networks;A Rajesh, V Raji, NM Kumar - Tehnički vjesnik, 2016 - hrcak.srce.hr;2016;https://hrcak.srce.hr/index.php?show=clanak&id_clanak_jezik=246991;https://hrcak.srce.hr/file/246990;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Modern software cybernetics: New trends;H Yang, F Chen, S Aliyu - 2017 - Elsevier;2017;https://www.sciencedirect.com/science/article/pii/S0164121216301595;http://researchspace.bathspa.ac.uk/9352/1/9352.pdf;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;;;;;;;;
Pervasive computing: innovations in intelligent multimedia and applications;AE Hassanien, JH Abawajy, A Abraham, H Hagras - 2009 - books.google.com;2009;https://books.google.de/books?hl=de&lr=&id=TbYp8Nde-ywC&oi=fnd&pg=PA2&dq=situation-aware+AND+decentralized+composition+AND+behaviour&ots=2dh-Y56-3b&sig=9m4ueE78kg4n3C4BWINnKzVOj5I;No PDF available;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;;;;;;;;
A logical treatment for the emergence of control in complex self-organising systems;M Randles, A Taleb-Bendiab… - FRONTIERS IN …, 2005 - ebooks.iospress.nl;2005;http://ebooks.iospress.nl/Publication/Descendants/1783?page=1;http://ebooks.iospress.nl/Publication/Descendants/1783?page=1;situation-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;;;;;;;;
Architectural issues of adaptive pervasive systems;M Caporuscio, M Funaro, C Ghezzi - Graph transformations and model …, 2010 - Springer;2010;https://link.springer.com/chapter/10.1007/978-3-642-17322-6_21;https://www.researchgate.net/profile/Mauro_Caporuscio/publication/221351027_Architectural_Issues_of_Adaptive_Pervasive_Systems/links/5b28b23445851509895cd4b3/Architectural-Issues-of-Adaptive-Pervasive-Systems.pdf;situation-aware+AND+decentralized+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;;;;;;;;
Service-oriented architecture for command and control systems with dynamic reconfiguration;RA Paul, WT Tsai - 2004 - apps.dtic.mil;2004;https://apps.dtic.mil/docs/citations/ADA465985;https://apps.dtic.mil/dtic/tr/fulltext/u2/a465985.pdf;situation-aware+AND+decentralized+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;15;No DOI available;;;;;;;;
MyAds: A system for adaptive pervasive advertisements;A Di Ferdinando, A Rosi, R Lent, A Manzalini… - Pervasive and Mobile …, 2009 - Elsevier;2009;https://www.sciencedirect.com/science/article/pii/S1574119209000558;http://www.agentgroup.unimore.it/Zambonelli/PDF/PMC09.pdf;situation-aware+AND+decentralized+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;39;No DOI available;;;;;;;;
Resilient dependable cyber-physical systems: a middleware perspective;G Denker, N Dutt, S Mehrotra, MO Stehr… - Journal of Internet …, 2012 - Springer;2012;https://link.springer.com/article/10.1007/s13174-011-0057-4;https://link.springer.com/article/10.1007/s13174-011-0057-4;situation-aware+AND+decentralized+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;27;No DOI available;;;;;;;;
PYGRID: A software development and assessment framework for grid‐aware software defined networking;M Samir, M Azab, MRM Rizk… - International Journal of …, 2018 - Wiley Online Library;2018;https://onlinelibrary.wiley.com/doi/abs/10.1002/nem.2033;https://onlinelibrary.wiley.com/doi/pdf/10.1002/nem.2033;situation-aware+AND+decentralized+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Industrie 4.0: Active Semantic Product Memories for Smart Factories;W Wahlster - 2013 - ida.liu.se;2013;https://www.ida.liu.se/ida30/program/Wolfgang_Wahlster-IDA30-20130924-Industrie_4_0_Active_Semantic_Memories_for_Smart_Factories.pdf;https://www.ida.liu.se/ida30/program/Wolfgang_Wahlster-IDA30-20130924-Industrie_4_0_Active_Semantic_Memories_for_Smart_Factories.pdf;situation-aware+AND+decentralized+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;;;;;;;;
Energy-efficient composition of configurable Internet of Things services;M Sun, Z Shi, S Chen, Z Zhou, Y Duan - IEEE access, 2017 - ieeexplore.ieee.org;2017;https://ieeexplore.ieee.org/abstract/document/8093593/;https://ieeexplore.ieee.org/iel7/6287639/6514899/08093593.pdf;situation-aware+AND+decentralized+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
Mobile device integration with v2x communication;S Diewald, T Leinmüller, B Atanassow… - Proceedings of the …, 2012 - researchgate.net;2012;https://www.researchgate.net/profile/Stefan_Diewald/publication/235642524_Mobile_Device_Integration_and_Interaction_with_V2X_Communication/links/00b495165747292fe8000000.pdf;https://www.researchgate.net/profile/Stefan_Diewald/publication/235642524_Mobile_Device_Integration_and_Interaction_with_V2X_Communication/links/00b495165747292fe8000000.pdf;situation-aware+AND+decentralized+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
