title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;nix;nix;nix;nix;;;;
Structure and function in the lexical system: Insights from distributed models of word reading and lexical decision;DC Plaut - Language and cognitive processes, 1997 - Taylor & Francis;1997;https://www.tandfonline.com/doi/abs/10.1080/016909697386682;https://www.tandfonline.com/doi/pdf/10.1080/016909697386682;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;376;No DOI available;;;;;;;;
UML-based integration testing for component-based software;Y Wu, MH Chen, J Offutt - … Conference on COTS-Based Software Systems, 2003 - Springer;2003;https://link.springer.com/chapter/10.1007/3-540-36465-X_24;https://pdfs.semanticscholar.org/1fad/4e316eb7f9b9bcfb55f84bc3d1fd686f5f45.pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;143;No DOI available;;;;;;;;
Is beauty in the context-sensitive adaptations of the beholder?: Shiwiar use of waist-to-hip ratio in assessments of female mate value;LS Sugiyama - Evolution and Human Behavior, 2004 - Elsevier;2004;https://www.sciencedirect.com/science/article/pii/S1090513803000837;http://pages.uoregon.edu/sugiyama/docs/Sugiyama%20WHR.pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;133;No DOI available;;;;;;;;
Hidden real-time patterns in intra-and inter-individual behavior: Description and detection;MS Magnusson - European Journal of Psychological …, 1996 - econtent.hogrefe.com;1996;https://econtent.hogrefe.com/doi/abs/10.1027/1015-5759.12.2.112;https://www.researchgate.net/profile/Magnus_Magnusson/publication/263917315_Hidden_Real-Time_Patterns_in_Intra-_and_Inter-Individual_Behavior_Description_and_Detection/links/59d29fa54585150177f63f61/Hidden-Real-Time-Patterns-in-Intra-and-Inter-Individual-Behavior-Description-and-Detection.pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;295;No DOI available;;;;;;;;
A compositional context sensitive multi-document summarizer: exploring the factors that influence summarization;A Nenkova, L Vanderwende, K McKeown - Proceedings of the 29th …, 2006 - dl.acm.org;2006;https://dl.acm.org/citation.cfm?id=1148269;http://ants.iis.sinica.edu.tw/3BkMJ9lTeWXTSrrvNoKNFDxRm3zFwRR/36/Context%20Sensitive.pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;188;No DOI available;;;;;;;;
Making trade-offs: A probabilistic and context-sensitive model of choice behavior.;C Gonzalez-Vallejo - Psychological Review, 2002 - psycnet.apa.org;2002;https://psycnet.apa.org/record/2002-00351-009;https://www.researchgate.net/profile/Claudia_Gonzalez-Vallejo/publication/11499113_Making_Trade-Offs_A_Probabilistic_and_Context-Sensitive_Model_of_Choice_Behavior/links/560ad32108ae840a08d674a3.pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;125;No DOI available;;;;;;;;
Exploiting hardware performance counters with flow and context sensitive profiling;G Ammons, T Ball, JR Larus - ACM Sigplan Notices, 1997 - dl.acm.org;1997;https://dl.acm.org/citation.cfm?id=258924;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.27.3080&rep=rep1&type=pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;570;No DOI available;;;;;;;;
Differential encoding of behavior and spatial context in deep and superficial layers of the neocortex;SN Burke, MK Chawla, MR Penner, BE Crowell… - Neuron, 2005 - Elsevier;2005;https://www.sciencedirect.com/science/article/pii/S0896627305000802;https://www.sciencedirect.com/science/article/pii/S0896627305000802;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;70;No DOI available;;;;;;;;
Embedding dynamic behaviour into a self-configuring software system;P Ward, M Pelc, J Hawthorne, R Anthony - International Conference on …, 2008 - Springer;2008;https://link.springer.com/chapter/10.1007/978-3-540-69295-9_30;No PDF available;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;19;No DOI available;;;;;;;;
Software analysis: A roadmap;D Jackson, M Rinard - Proceedings of the Conference on the Future of …, 2000 - ptidej.net;2000;http://www.ptidej.net/teaching/ift6251/fall05/presentations/050912/050912%20-%20Software%20Analysis%20-%20A%20Roadmap.pdf;http://www.ptidej.net/teaching/ift6251/fall05/presentations/050912/050912%20-%20Software%20Analysis%20-%20A%20Roadmap.pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;148;No DOI available;;;;;;;;
Identifying latent study habits by mining learner behavior patterns in massive open online courses;M Wen, CP Rosé - Proceedings of the 23rd ACM International …, 2014 - dl.acm.org;2014;https://dl.acm.org/citation.cfm?id=2662033;https://www.researchgate.net/profile/Miaomiao_Wen2/publication/289591867_Identifying_Latent_Study_Habits_by_Mining_Learner_Behavior_Patterns_in_Massive_Open_Online_Courses/links/56f8485e08ae7c1fda307473.pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;45;No DOI available;;;;;;;;
Electrophysiology reveals semantic memory use in language comprehension;M Kutas, KD Federmeier - Trends in cognitive sciences, 2000 - Elsevier;2000;https://www.sciencedirect.com/science/article/pii/S1364661300015606;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.423.6486&rep=rep1&type=pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;1881;No DOI available;;;;;;;;
Mode 2 society and the emergence of context-sensitive science;M Gibbons - Science and public policy, 2000 - academic.oup.com;2000;https://academic.oup.com/spp/article-abstract/27/3/159/1650494;https://academic.oup.com/spp/article-pdf/27/3/159/4648934/27-3-159.pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;338;No DOI available;;;;;;;;
Structural determinants of protein evolution are context-sensitive at the residue level;EA Franzosa, Y Xia - Molecular biology and evolution, 2009 - academic.oup.com;2009;https://academic.oup.com/mbe/article-abstract/26/10/2387/1109437;https://academic.oup.com/mbe/article/26/10/2387/1109437;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;128;No DOI available;;;;;;;;
Multifractal dynamics in the emergence of cognitive structure;JA Dixon, JG Holden, D Mirman… - Topics in Cognitive …, 2012 - Wiley Online Library;2012;https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1756-8765.2011.01162.x;https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1756-8765.2011.01162.x;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;68;No DOI available;;;;;;;;
An architecture for integrating plan-based behavior generation with interactive game environments;RM Young, MO Riedl, M Branly, A Jhala… - Journal of Game …, 2004 - Citeseer;2004;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.95.1546&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.95.1546&rep=rep1&type=pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;281;No DOI available;;;;;;;;
Efficient context-sensitive pointer analysis for C programs;RP Wilson, MS Lam - 1995 - dl.acm.org;1995;https://dl.acm.org/citation.cfm?id=207111;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.74.3207&rep=rep1&type=pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;758;No DOI available;;;;;;;;
The constituent structure of connectionist mental states: A reply to Fodor and Pylyshyn;P Smolensky - Southern Journal of Philosophy, 1987 - Citeseer;1987;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.468.755&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.468.755&rep=rep1&type=pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;283;No DOI available;;;;;;;;
Software reuse research: Status and future;WB Frakes, K Kang - IEEE transactions on Software …, 2005 - ieeexplore.ieee.org;2005;https://ieeexplore.ieee.org/abstract/document/1492369/;https://ieeexplore.ieee.org/iel5/32/32074/01492369.pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;805;No DOI available;;;;;;;;
Syntactical models of distributed cooperative systems;J Kelemen - Journal of Experimental & Theoretical Artificial …, 1991 - Taylor & Francis;1991;https://www.tandfonline.com/doi/abs/10.1080/09528139108915277;https://www.tandfonline.com/doi/pdf/10.1080/09528139108915277;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;25;No DOI available;;;;;;;;
Swinging in the brain: shared neural substrates for behaviors related to sequencing and music;P Janata, ST Grafton - Nature neuroscience, 2003 - nature.com;2003;https://www.nature.com/articles/nn1081;http://web.stanford.edu/group/brainwaves/2007/files/Janata&Grafton_2003.pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;409;No DOI available;;;;;;;;
Handbook of Graph Grammars and Comp.;G Rozenberg - 1997 - books.google.com;1997;https://books.google.de/books?hl=de&lr=&id=P3r82gfRf8MC&oi=fnd&pg=PA1&dq=context-sensitive+AND+distributed+composition+AND+behaviour&ots=S8B1ERfvYQ&sig=MvPhX-s8oGpdfoa5oPs82FreUc4;https://www.researchgate.net/profile/Grzegorz_Rozenberg/publication/239580441_Handbook_of_Graph_Grammars_and_Computing_by_Graph_Transformation/links/00b4953c42b3dbec48000000.pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;2019;No DOI available;;;;;;;;
Architecture for the development of context-sensitive mobile applications;M Aleksy, T Butter, M Schader - Mobile Information Systems, 2008 - hindawi.com;2008;https://www.hindawi.com/journals/misy/2008/142986/abs/;http://downloads.hindawi.com/journals/misy/2008/142986.pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;29;No DOI available;;;;;;;;
Context-mediated behavior for intelligent agents;RM Turner - International Journal of Human-Computer Studies, 1998 - Elsevier;1998;https://www.sciencedirect.com/science/article/pii/S1071581997901737;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.94.4168&rep=rep1&type=pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;149;No DOI available;;;;;;;;
Visual Models of Plants Interacting with Their Environment.;R Mech, P Prusinkiewicz - Siggraph, 1996 - algorithmicbotany.org;1996;http://algorithmicbotany.org/papers/enviro.sig96.pdf;http://algorithmicbotany.org/papers/enviro.sig96.pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;759;No DOI available;;;;;;;;
Self-diagnosing and self-correcting data entry components with dependency behavior;WH Aiken, FT Sharp - US Patent 6,658,622, 2003 - Google Patents;2003;https://patents.google.com/patent/US6658622B1/en;No PDF available;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;90;No DOI available;;;;;;;;
Dynamic and selective combination of extensions in component-based applications;E Truyen, B Vanhaute, BN Jørgensen… - Proceedings of the 23rd …, 2001 - dl.acm.org;2001;https://dl.acm.org/citation.cfm?id=381498;https://ieeexplore.ieee.org/iel5/7340/19875/00919097.pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;136;No DOI available;;;;;;;;
Method and system for distributed user profiling;JB Arellano - US Patent 7,162,494, 2007 - Google Patents;2007;https://patents.google.com/patent/US7162494B2/en;No PDF available;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;70;No DOI available;;;;;;;;
Flowdroid: Precise context  flow  field  object-sensitive and lifecycle-aware taint analysis for android apps;S Arzt, S Rasthofer, C Fritz, E Bodden, A Bartel… - Acm Sigplan …, 2014 - dl.acm.org;2014;https://dl.acm.org/citation.cfm?id=2594299;https://orbilu.uni.lu/bitstream/10993/20223/1/far%2B14flowdroid.pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;1144;No DOI available;;;;;;;;
Functional interactions between intrinsic brain activity and behavior;S Sadaghiani, A Kleinschmidt - Neuroimage, 2013 - Elsevier;2013;https://www.sciencedirect.com/science/article/pii/S105381191300459X;No PDF available;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;83;No DOI available;;;;;;;;
Towards context sensitive domain specific languages;P Laird, S Barrett - Proceedings of the 1st International Workshop on …, 2009 - dl.acm.org;2009;https://dl.acm.org/citation.cfm?id=1554241;No PDF available;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;5;No DOI available;;;;;;;;
publCIF: software for editing  validating and formatting crystallographic information files;SP Westrip - Journal of Applied Crystallography, 2010 - scripts.iucr.org;2010;https://scripts.iucr.org/cgi-bin/paper?ce5089;https://onlinelibrary.wiley.com/doi/pdf/10.1107/S0021889810022120;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;4423;No DOI available;;;;;;;;
Toward scalable activity recognition for sensor networks;CR Wren, EM Tapia - International Symposium on Location-and Context …, 2006 - Springer;2006;https://link.springer.com/chapter/10.1007/11752967_12;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.71.2742&rep=rep1&type=pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;144;No DOI available;;;;;;;;
Modelling human spatio-temporal behaviour: a challenge for location-based services;D Mountain, J Raper - Proceedings of 6th International …, 2001 - geocomputation.org;2001;http://www.geocomputation.org/2001/papers/mountain.pdf;http://www.geocomputation.org/2001/papers/mountain.pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;111;No DOI available;;;;;;;;
Towards a theory of leadership practice: A distributed perspective;JP Spillane, R Halverson… - Journal of curriculum …, 2004 - Taylor & Francis;2004;https://www.tandfonline.com/doi/abs/10.1080/0022027032000106726;https://pdfs.semanticscholar.org/089a/302c75bc067b6a92a7ce41ad06573ccd7719.pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;2131;No DOI available;;;;;;;;
Effects of biogenic structure on prey consumption by the xanthid crabs Eurytium limosum and Panopeus herbstii in a salt marsh;SY Lee, RT Kneib - Marine Ecology Progress Series, 1994 - JSTOR;1994;https://www.jstor.org/stable/24842597;No PDF available;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;72;No DOI available;;;;;;;;
Composition in distributional models of semantics;J Mitchell, M Lapata - Cognitive science, 2010 - Wiley Online Library;2010;https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1551-6709.2010.01106.x;https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1551-6709.2010.01106.x;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;705;No DOI available;;;;;;;;
Behavioral characteristics and instructional patterns of selected music teachers;C Hendel - Journal of Research in Music Education, 1995 - journals.sagepub.com;1995;https://journals.sagepub.com/doi/abs/10.2307/3345635;https://journals.sagepub.com/doi/pdf/10.2307/3345635;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;141;No DOI available;;;;;;;;
System and methods for constructing personalized context-sensitive portal pages or views by analyzing patterns of users' information access activities;E Horvitz, CR Anderson - US Patent 7,203,909, 2007 - Google Patents;2007;https://patents.google.com/patent/US7203909B1/en;No PDF available;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;164;No DOI available;;;;;;;;
Multilevel structure in behaviour and in the brain: a model of Fuster's hierarchy;MM Botvinick - … Transactions of the Royal Society B …, 2007 - royalsocietypublishing.org;2007;https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2007.2056;https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2007.2056;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;88;No DOI available;;;;;;;;
Functional parallelism in spoken word-recognition;WD Marslen-Wilson - Cognition, 1987 - Elsevier;1987;https://www.sciencedirect.com/science/article/pii/0010027787900059;https://www.researchgate.net/profile/William_Marslen-Wilson/publication/19579659_Functional_parallelism_in_spoken_word-recognition/links/59dc96a5a6fdcc1ec8a6fea9/Functional-parallelism-in-spoken-word-recognition.pdf;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;1930;No DOI available;;;;;;;;
Automatic web service composition based on graph network analysis metrics;"J Gekas, M Fasli - OTM Confederated International Conferences"" On the …, 2005 - Springer";2005;https://link.springer.com/chapter/10.1007/11575801_39;No PDF available;context-sensitive+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;44;No DOI available;;;;;;;;
Scouting context-sensitive components;JO Pfaffmann, KP Zauner - Proceedings Third NASA/DoD …, 2001 - ieeexplore.ieee.org;2001;https://ieeexplore.ieee.org/abstract/document/937942/;https://ieeexplore.ieee.org/iel5/7467/20301/00937942.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;24;No DOI available;;;;;;;;
Dynamic configuration of context-sensitive personal sites and membership channels;J Ramer, C Lacson, T Corddry - US Patent App. 10/086,592, 2002 - Google Patents;2002;https://patents.google.com/patent/US20020174201A1/en;https://patentimages.storage.googleapis.com/41/65/63/f9a96c639adbb9/US10086592.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;167;No DOI available;;;;;;;;
System and method for multi-modal context-sensitive applications in home network environment;DH Kim, SH Ahn, JY Kwak, ER Lee, JY Kim… - US Patent …, 2009 - Google Patents;2009;https://patents.google.com/patent/US7584280B2/en;No PDF available;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;63;No DOI available;;;;;;;;
Configuration diagram with context sensitive connectivity;JL Kodosky, D Shah, SW Rogers - US Patent 7,594,220, 2009 - Google Patents;2009;https://patents.google.com/patent/US7594220B2/en;https://patentimages.storage.googleapis.com/pdfs/US7594220.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;75;No DOI available;;;;;;;;
ORBWork: A CORBA-based fully distributed  scalable and dynamic workflow enactment service for METEOR;KJ Kochut, AP Sheth, JA Miller - Large Scale Distributed …, 1999 - cobweb.cs.uga.edu;1999;http://cobweb.cs.uga.edu/~jam/papers/zLSDISpapers/KSM98.pdf;http://cobweb.cs.uga.edu/~jam/papers/zLSDISpapers/KSM98.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;47;No DOI available;;;;;;;;
Home automation control using context sensitive menus;D Burton, M Ward - US Patent 9,824,578, 2017 - Google Patents;2017;https://patents.google.com/patent/US9824578B2/en;https://patentimages.storage.googleapis.com/d8/4b/84/275582f7834fb7/US20160063854A1.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;44;No DOI available;;;;;;;;
A Framework for Distributed Activity Recognition in Ubiquitous Systems.;P Nurmi, M Przybilski, G Lindén, P Floréen - IC-AI, 2005 - pdfs.semanticscholar.org;2005;https://pdfs.semanticscholar.org/e5ba/6b1909a7633af7c872bc7d9a95cafb1ca3b7.pdf;https://pdfs.semanticscholar.org/e5ba/6b1909a7633af7c872bc7d9a95cafb1ca3b7.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;20;No DOI available;;;;;;;;
System and method for auto-tab completion of context sensitive remote managed objects in a traffic director environment;A Gupta, P Chandrasekharan, N Sidde - US Patent 9,311,155, 2016 - Google Patents;2016;https://patents.google.com/patent/US9311155B2/en;No PDF available;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;39;No DOI available;;;;;;;;
Information system security curricula development;E Crowley - … On Information Technology Education: Proceedings of …, 2003 - geocities.ws;2003;http://www.geocities.ws/crowleye3919/pdf/Security_CITC.pdf;http://www.geocities.ws/crowleye3919/pdf/Security_CITC.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;105;No DOI available;;;;;;;;
Context sensitive interactive systems design: A framework for representation of contexts;K Sato - Proceedings of the 10th International Conference on …, 2003 - researchgate.net;2003;https://www.researchgate.net/profile/Keiichi_Sato/publication/228691368_Context_Sensitive_Interactive_Systems_Design_A_Framework_for_Representation_of_contexts/links/5631559108ae0530378d2d0f.pdf;https://www.researchgate.net/profile/Keiichi_Sato/publication/228691368_Context_Sensitive_Interactive_Systems_Design_A_Framework_for_Representation_of_contexts/links/5631559108ae0530378d2d0f.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;20;No DOI available;;;;;;;;
Using Components in Workflow Activities;S Schreyjak - Business Object Design and Implementation II, 1998 - Springer;1998;https://link.springer.com/chapter/10.1007/978-1-4471-1286-0_14;https://pdfs.semanticscholar.org/4eea/2d379669a87d9605ce2aeb0bf531c91bd5f3.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;;;;;;;;
A pro-active middleware platform for mobile environments.;D Conan, C Taconet, D Ayed… - IASTED Conf. on …, 2004 - researchgate.net;2004;https://www.researchgate.net/profile/Guy_Bernard/publication/220901511_A_pro-active_middleware_platform_for_mobile_environments/links/09e4150bdd26e882b4000000.pdf;https://www.researchgate.net/profile/Guy_Bernard/publication/220901511_A_pro-active_middleware_platform_for_mobile_environments/links/09e4150bdd26e882b4000000.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;13;No DOI available;;;;;;;;
A user context approach for adaptive and distributed GIS;M Petit, C Ray, C Claramunt - The European Information Society, 2007 - Springer;2007;https://link.springer.com/chapter/10.1007/978-3-540-72385-1_7;http://www.aromate.org/papers/AGILE'07.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;21;No DOI available;;;;;;;;
The Turing O-Machine and the DIME Network Architecture: Injecting the Architectural Resiliency into Distributed Computing.;R Mikkilineni, A Comparini, G Morana - Turing-100, 2012 - Citeseer;2012;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.353.7518&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.353.7518&rep=rep1&type=pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;32;No DOI available;;;;;;;;
Method and system for information broadcasting;DA Baudino, JL Perdomo - US Patent App. 11/467,086, 2008 - Google Patents;2008;https://patents.google.com/patent/US20080052407A1/en;No PDF available;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;55;No DOI available;;;;;;;;
A runtime architecture-based approach for the dynamic evolution of distributed component-based systems;Y Zhou - Companion of the 30th international conference on …, 2008 - dl.acm.org;2008;https://dl.acm.org/citation.cfm?id=1370217;No PDF available;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;;
System and method for context sensitive mobile data and software update;R O'farrell, M Kirstein - US Patent App. 10/820,567, 2004 - Google Patents;2004;https://patents.google.com/patent/US20040224674A1/en;No PDF available;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;104;No DOI available;;;;;;;;
Devising context sensitive approaches to change: the example of Glaxo Wellcome;VH Hailey, J Balogun - Long Range Planning, 2002 - Elsevier;2002;https://www.sciencedirect.com/science/article/pii/S0024630102000353;http://itmporgchange.pbworks.com/f/Balogun.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;103;No DOI available;;;;;;;;
Method and apparatus to configure  provision and control a set-top terminal;RS Grzeczkowski - US Patent 6,687,486, 2004 - Google Patents;2004;https://patents.google.com/patent/US6687486B2/en;https://patentimages.storage.googleapis.com/38/cc/13/e07d5c024360a3/US10062784.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;66;No DOI available;;;;;;;;
ScudWare: A semantic and adaptive middleware platform for smart vehicle space;Z Wu, Q Wu, H Cheng, G Pan… - IEEE Transactions on …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4114351/;https://ieeexplore.ieee.org/iel5/6979/4114329/04114351.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;58;No DOI available;;;;;;;;
Context sensitive collaboration environment;GD Pelton, LL Bobbitt, WH Morrison IV - US Patent App. 12/041,218, 2009 - Google Patents;2009;https://patents.google.com/patent/US20090222742A1/en;No PDF available;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;73;No DOI available;;;;;;;;
Design of warehousing and distribution systems: an object model of facilities  functions and information;T Govindaraj, EE Blanco, DA Bodner… - … on systems, man …, 2000 - ieeexplore.ieee.org;2000;https://ieeexplore.ieee.org/abstract/document/885998/;https://ieeexplore.ieee.org/iel5/7099/19153/00885998.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;36;No DOI available;;;;;;;;
A context sensitive public display for adaptive multi-user information visualization;AH Morales-Aranda… - … Conference on Autonomic …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4437940/;https://ieeexplore.ieee.org/iel5/4437870/4437871/04437940.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;;
Modeling software architectures and styles with graph grammars and constraint solving;D Hirsch, P Inverardi, U Montanari - Working Conference on Software …, 1999 - Springer;1999;https://link.springer.com/chapter/10.1007/978-0-387-35563-4_8;https://link.springer.com/content/pdf/10.1007/978-0-387-35563-4_8.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;71;No DOI available;;;;;;;;
Method and apparatus for providing user specific web-based help in a distributed system environment;PA Huboi, S Sharma, LC Chan, J Epplett - US Patent 6,799,198, 2004 - Google Patents;2004;https://patents.google.com/patent/US6799198B1/en;No PDF available;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;93;No DOI available;;;;;;;;
Context-sensitive call control using constraints and rules;D Lesaint, D Mehta, B O'Sullivan, L Quesada… - … on Principles and …, 2010 - Springer;2010;https://link.springer.com/chapter/10.1007/978-3-642-15396-9_46;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.225.3023&rep=rep1&type=pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
Efficient  context-sensitive detection of real-world semantic attacks;MD Bond, V Srivastava, KS McKinley… - Proceedings of the 5th …, 2010 - dl.acm.org;2010;https://dl.acm.org/citation.cfm?id=1814218;http://www.cs.utexas.edu/~mckinley/papers/pecan-plas-2010.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;13;No DOI available;;;;;;;;
Composite templates for cloth modeling and sketching;H Chen, ZJ Xu, ZQ Liu, SC Zhu - 2006 IEEE Computer Society …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/1640853/;https://ieeexplore.ieee.org/iel5/10924/34373/01640853.pdf;context-sensitive+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;140;No DOI available;;;;;;;;
